Today's date is: 8/1/2016	The time is: 1:47


$4.14


21.6¢ / oz





Kellogg's Disney Pixar Finding Dory Assorted Fruit Flavored Snacks, 22 count, 17.6 oz	


$3.17


14.4¢ / each





Sunkist® Mixed Fruit Fruit Flavored Snacks 24 ct Box	


$4.15


21.6¢ / oz





Mott's Medleys Assorted Fruit/Berry Fruit Flavored Snacks Variety Pack, .8 oz, 24 count	


$3.94







Kellogg's Disney Frozen Assorted Fruit Flavored Snacks, 40 count	


$6.98


21.8¢ / oz





Welch's Fruit Snacks Island Fruits, .9 oz, 22 count	


$4.18


21.1¢ / oz





Fruit by the Foot™, Fruit Roll-Ups™, & Fruit Gushers™ Fruit Flavored Snacks Party Pack 24 ct Box	


$4.10


41.2¢ / oz





Welch's Fruit Snacks Fruit Punch and Berries 'n Cherries, .9 oz, 22 count	


$4.18


21.1¢ / oz





Betty Crocker® Scooby-Doo!™ Fruit Flavored Snacks 20-0.8 oz. Pouches	


$3.99


20.0¢ / each





Mott's® Medleys Assorted Fruit Flavored Snacks 40-0.8 oz. Pouches	


$6.80


21.3¢ / oz





Kellogg's Marvel Avengers Assorted Fruit Flavored Snacks, 10ct	


$2.00


25.0¢ / oz





Fruit by the Foot™ Berry Tie-Dye™ & Color by the Foot™ Fruit Flavored Snacks Variety Pack 12 ct Box	


$4.23


1.7¢ / g





Betty Crocker™ Fruit Gushers™ Strawberry Splash™/Tropical Fruit Flavored Snacks Variety Pack 20-0.9 oz. Pouches	


$6.19


34.4¢ / oz





Black Forest Triple Layer Fruit Collision Fruit Snacks, 0.8 oz, 24 count	


$4.51


23.5¢ / oz





Kellogg's Disney Frozen Fruit Flavored Snacks, 10 count, 8 oz	


$2.10


26.3¢ / oz





Fiber One™ Assorted Fruit Flavored Snacks 10-0.8 oz. Pouches	


$2.08


26.0¢ / oz





Kellogg's Disney/Pixar Inside Out Fruit Flavored Snacks, 10 count, 8 oz	


$2.04


25.5¢ / oz





Annie's® Berry Patch Organic Bunny Fruit™ Snacks 5-0.8 oz. Pouches	


$3.48


87.0¢ / oz





Kellogg's Fruity Snacks Mixed Berry Assorted Fruit Flavored Snacks, 20 count	


$3.48


21.8¢ / oz





Fruity Pebbles Cereal, 40 oz	


$6.28


15.7¢ / oz





Post Fruity Pebbles Cereal, 23 oz	


$3.98







Fruity Pebbles™ Sweetened Rice Cereal 25.5 oz. Bag	


$3.98


15.6¢ / oz





Post® Fruity Pebbles™ Cereal 15 oz. Box	


$3.29


21.9¢ / oz





Post Marshmallow Fruity Pebbles Cereal, 15 oz	


$2.98


19.9¢ / oz





Post Fruity Pebbles (34 oz.)	


$8.40







Post® Fruity Pebbles™ Cereal 34 oz. Box	


$19.51







Tiesta Tea Green Tea, Fruity Pebbles	


$30.27



                List price
                  
                    $36.32
                  



Save $6.05



Tiesta Tea Slenderizer Fruity Pebbles Green Tea, 4 oz, (Pack of 6)	


$50.93



                Was
                    $60.0
                
                


Save $9.07



McCormick Garlic Powder, 12.25 oz	


$6.48


52.9¢ / oz





Lawry's Casero Garlic Powder, 8.5 oz	


$2.96


34.8¢ / oz





Great Value Powder Garlic, 3.12 oz	


$2.44


78.2¢ / oz





McCormick Garlic Powder, 3.12 oz	


$2.97


95.2¢ / oz





American Spice Garlic Powder, 14 oz	


$4.70


33.6¢ / oz





McCormick Garlic Salt, 5.25 oz	


$2.48


47.2¢ / oz





Fiesta Brand Garlic Powder Spice, 22 oz	


$8.73







Lawry's Coarse Ground Garlic Powder with Parsley, 2.9 oz	


$3.94


$1.36 / oz





Badia Garlic Powder, 3 oz (Pack of 12)	


$15.33


42.6¢ / oz





McCormick Grinders Garlic Sea Salt, 1.58 oz	


$2.02


$1.28 / oz





Badia Garlic Powder, 3 oz	


$8.95







Badia: Garlic Powder, 10.5 Oz	


$49.47



                List price
                  
                    $56.34
                  



Save $6.87



Tone's Garlic Powder - 21 oz. shaker	


$10.82







Simply Organic Garlic Powder, 0.92 Oz (Pack of 6)	


$14.45







McCormick Grill Mates Roasted Garlic & Herb Seasoning, 2.75 oz	


$2.08


75.6¢ / oz





Lawry's Garlic Salt, 11 oz	


$3.62


32.9¢ / oz





Spice Islands Garlic Powder, 2.25 oz (Pack of 3)	


$24.06


$3.56 / oz





McCormick Fine Garlic Powder, 21 oz	


$10.80


51.4¢ / oz

                  Out of stock
                  





Great Value Garlic Powder Seasoning, 21 oz	


$4.50


21.4¢ / oz

                  Out of stock
                  





Great Value Garlic Salt, 5.25 oz	


$2.00


38.1¢ / oz

                  Out of stock
                  





Gatorade Variety Pack 12 oz, 18 pk	


$11.00


5.1¢ / fl oz





Gatorade Thirst Quencher Fruit Punch Sports Drink, 8 Ct/160 Fl Oz	


$8.37


5.2¢ / fl oz





Gatorade: Variety Pack 12 Oz, 18 Pk	


$11.00


5.1¢ / fl oz





Gatorade Cool Blue Sports Drink, 12 Ct/144 Fl Oz	


$8.38


5.8¢ / fl oz





Gatorade Orange Sports Drink, 20 oz/8 pk	


$5.73


3.6¢ / fl oz





Gatorade: All Stars Thirst Quencher Fruit Punch Sports Drink, 12 Pk	


$5.98


4.2¢ / fl oz





Gatorade Frost Glacier Cherry Thirst Quencher Sports Drink, 12 fl oz, 12 pack	


$6.28


4.4¢ / fl oz





Gatorade Thirst Quencher Frost Glacier Freeze Sports Drink, 8 Ct/160 Fl Oz	


$5.76


3.6¢ / fl oz





Gatorade All Stars Thirst Quencher Orange Sports Drink, 12 Ct/144 Fl Oz	


$8.00


5.6¢ / fl oz





Gatorade  Thirst Quencher Sports Drink, 20 fl oz, 8 pack	


$5.71


3.6¢ / fl oz





Gatorade Thirst Quencher Frost Glacier Freeze Sports Drink Mix, 51 Oz	


$8.82


17.3¢ / oz





Gatorade Thirst Quencher Lemon-Lime 12 Pack 355ml	


$8.00


5.6¢ / fl oz





Gatorade Frost Glacier Cherry Thirst Quencher Sports Drink, 20 fl oz, 8 count	


$10.51


6.6¢ / fl oz





Gatorade G Series Fierce Green Apple Sports Drinks, 12 fl oz, 12 pack	


$6.28


4.4¢ / fl oz





Gatorade G2 Raspberry Lemonade Low Calorie Thirst Quencher Sports Drink, 20 fl oz, 8 pack	


$5.44


3.4¢ / fl oz





Gatorade Fierce Thirst Quencher Grape Sports Drink, 8 Ct/160 Fl Oz	


$8.37


5.2¢ / fl oz





Gatorade Thirst Quencher Lemon-Lime Sports Drink Mix, 51 Oz	


$8.51


16.7¢ / fl oz





Gatorade Fierce Blue Cherry Thirst Quencher Sports Drink, 12 fl oz, 12 pack	


$6.28


4.4¢ / fl oz





Gatorade G Series Perform A.M. Tropical Mango Sports Drink, 20 oz	


$7.00


4.4¢ / fl oz





Gatorade Thirst Quencher Orange Sports Drink, 51 oz	


$8.49


16.7¢ / fl oz





Seagram's Ginger Ale, 12 fl oz, 12 pack	


$3.50


2.4¢ / fl oz





Canada Dry Ginger Ale, 12 fl oz, 24 pack	


$11.80







Vernors Ginger Soda, 6ct (Pack of 4)	


$16.96


70.7¢ / fl oz





Nabisco Honey Maid Honey Grahams, 14.4 oz	


$3.00


20.8¢ / oz





Nabisco Honey Maid Fresh Stacks Honey Grahams, 6 count, 12.2 oz	


$3.15


25.8¢ / oz





Nabisco Grahams Original Graham Crackers, 14.4 oz	


$3.00


20.8¢ / oz





Nabisco Honey Maid Cinnamon Graham Crackers	


$3.15


21.9¢ / oz





NABISCO HONEY MAID LF GRAHAM CRACKERS	


$3.15


21.9¢ / oz





Great Value: Cinnamon Grahams Crackers 3 Packs, 14.4 Oz	


$2.00


13.9¢ / oz





Keebler® Scooby-Doo!™ Baked Cinnamon Graham Cracker Sticks 12-1 oz. Bags	


$4.77


1.4¢ / g





Keebler® Scooby-Doo!™ Baked Cinnamon Graham Cracker Sticks 11 oz. Box	


$2.59


23.6¢ / oz





Nabisco Honey Maid Graham Crackers 4 Pack Value Box	


$11.65







Kinnikinnick Foods S'moreables Graham Crackers, 8 oz, (Pack of 6)	


$26.17


$3.27 / oz





Keebler™ Deluxe Grahams Graham Crackers 12.5 oz. Pack	


$2.10


16.8¢ / oz





Stauffer's Original Animal Crackers, 1.5 oz, 12 count	


$3.30


18.3¢ / oz





Keebler® Scooby-Doo!™ Baked Honey Graham Cracker Sticks 11 oz. Box	


$2.60


23.6¢ / oz





Schar Honeygrams Gluten-Free Graham Style Crackers, 5.6 oz, (Pack of 12)	


$52.72


78.5¢ / oz





Stauffer's Chocolate Animal Crackers, 20 oz	


$2.08


10.4¢ / oz





Nabisco Honey Maid Honey Grahams, 28.8 oz	


$4.98


17.3¢ / oz





Keebler™ Disney Frozen Cinnamon Graham Snacks 12-1.06 oz. Packs	


$4.69


1.3¢ / g





Keebler™ Honey Grahams Crackers 32 oz. Box	


$4.18


13.1¢ / oz

                  Out of stock
                  





Keebler™ Original Grahams Crackers 15 oz. Box	


$3.00


20.0¢ / oz

                  Out of stock
                  





Nabisco Honey Maid Low Fat Cinnamon Graham Crackers, 14.4 oz	


$3.15


21.9¢ / oz

                  Out of stock
                  





Great Value Chocolate Chunk Chewy Granola Bars Variety Pack, 0.84 oz, 24 ct	


$3.98


19.6¢ / oz





Quaker Chewy Granola Bars Variety Pack, 0.84 oz, 24 count	


$5.20


25.8¢ / oz





Quaker Chewy Chocolate Chip Granola Bars, 0.84 oz, 24 count	


$5.20


25.8¢ / oz





Nature Valley® Crunchy Granola Bars Variety Pack 12-2 ct Pouches	


$4.64


38.7¢ / each





Nature Valley™ Oats 'n Honey Crunchy Granola Bars 12-2 ct Pouches	


$4.64


38.7¢ / each





Quaker Chewy Dipps Chocolate Chip Granola Bars, 1.09 oz, 20 count	


$5.20


24.6¢ / oz





Nature Valley® Oats 'n Honey Crunchy Granola Bars 18-2 ct Pouches	


$7.01


26.0¢ / oz





Great Value Chocolate Chunk, 90 Calorie Chewy Granola Bars, 0.84 oz, 24 count	


$3.98


19.6¢ / oz





Nature Valley™ Almond Sweet & Salty Nut Granola Bars 6 ct Box	


$2.15


29.1¢ / oz





Quaker Chewy Yogurt Strawberry/Blueberry Granola Bars, 1.23 oz, 14 count	


$5.20


30.2¢ / oz





Nature Valley™ Peanut Sweet & Salty Nut Granola Bars 6 ct Box	


$2.18


36.3¢ / each





Quaker Chewy 25% Less Sugar Granola Bars Variety Pack, 0.84 oz, 24 count	


$5.20


25.8¢ / oz





Quaker Chewy Variety Pack Granola Bars, 18 ct	


$3.74


24.6¢ / oz





Great Value Chocolate Chunk, 90 Calorie Chewy Granola Bars, 0.84 oz, 12 ct	


$2.00


19.7¢ / oz





Kashi® Chocolate Almond & Sea Salt with Chia Chewy Granola Bars 6 ct Box	


$2.98


40.3¢ / oz





Great Value Sweet & Salty Almonds Granola Bars, 6 pk	


$2.00


27.0¢ / oz





Kashi® Dark Chocolate Coconut Layered Granola Bars 6 ct Box	


$2.98


44.5¢ / oz





Quaker Chewy Dipps Peanut Butter Granola Bars, 1.05 oz, 20 count	


$5.20


23.9¢ / oz





Quaker Chewy Girl Scouts Thin Mints Granola Bars, 0.84 oz, 12 count	


$3.10


25.8¢ / each





Kashi® Trail Mix Chewy Granola Bars 6-1.2 oz. Wrappers	


$2.99


40.4¢ / oz





Dole Red Grapefruit Sunrise, 4 oz., 4 count	


$2.42


15.1¢ / oz





Ocean Spray Ruby Grapefruit Juice, 6 Ct/10 Oz	


$4.18


7.0¢ / fl oz





Ocean Spray Light 50 Ruby Red Grapefruit Juice Drink, 64 fl oz	


$2.68


4.2¢ / fl oz





R.W. Knudsen Organic Grapefruit Juice, 32 fl oz	


$2.98


9.3¢ / fl oz





Ocean Spray Ruby Red Grapefruit 100% Juice, 60 fl oz	


$2.80


4.7¢ / fl oz





Tropicana 100% Ruby Red Grapefruit Juice, 24ct	


$26.59







Ocean Spray Original Ruby Red Grapefruit Juice Drink, 64 fl oz	


$2.68


4.2¢ / fl oz





Ocean Spray No Sugar Added 100% Grapefruit Juice, 60 fl oz	


$2.80


4.7¢ / fl oz





4 PACKS : Ocean Spray Ruby Grapefruit Juice Drink, 10 Ounce	


$25.73







Ocean Spray Ruby Red Grapefruit Juice Drink, 15.2 fl oz	


$28.04







Lakewood Organic Fresh Pressed Pure Pink Grapefruit ( 32 Fl Oz)	


$93.27



                List price
                  
                    $111.92
                  



Save $18.65



Ocean Spray 100% Juice, White Grapefruit, 5 1/2 oz Can -OCS00866	


$30.52







Alo Appeal Pomelo, Lemon & Pink Grapefruit Aloe Vera Drink, 16.9 fl oz, (Pack of 12)	


$25.06


12.4¢ / fl oz





Lakewood Organic PURE Pink Grapefruit Juice 12.5-Ounce Bottles (Pack of 12)	


$50.42







Uncle Lee's Tea Organic Green Tea Bags, 100 count	


$3.98


70.6¢ / oz





Great Value Green Tea Tea Bags, 40ct	


$2.48


99.2¢ / oz





Great Value Decaffeinated Green Tea Tea Bags, 40ct	


$2.48


$1.30 / oz





Yogi Green Tea Kombucha Herbal Supplement Tea Bags, 16 count, 1.12 oz	


$3.98


$3.55 / oz





Lifestyle Awareness Organic Green Tea Herbal Tea Supplement Tea Bags, 20 count, 1.05 oz, (Pack of 6)	


$15.07


$2.39 / oz





Bigelow Organic Green Tea Tea Bags, 40ct (Pack of 6)	


$24.44


10.2¢ / oz





Tea Section Blackberry Green Tea Bags, 20 count, 1.41 oz	


$2.34


$1.66 / oz





Tea Section Blackcurrant Green Tea Bags, 20 count, 1.41 oz	


$2.06


$1.46 / oz





Bigelow® Green Tea Classic Decaffeinated Tea Bags .91 oz. Box	


$2.54


$2.79 / oz





Tea Section Raspberry Green Tea Bags, 20 count, 1.41 oz	


$2.18


$1.55 / oz





Twinings Green Mint Tea 6 - 20-Count Tea Bag Boxes (Pack of 6)	


$27.14







Lipton Green Tea Family-Sized Iced Tea Bags, 24 ct	


$2.06


76.3¢ / oz





Bigelow® Green Tea with Lemon Decaffeinated Tea Bags .91 oz. Box	


$2.54


$2.79 / oz





Two Leaves Tea Company - Green Tea Jasmine Petal - 15 Tea Bags Formerly Two Leaves and a Bud	


$48.92







Carrington Tea Original Green Tea Bags, 20 count per box, 1.25 oz, Pack of 6	


$6.59


$5.27 / oz





Peachy Green Tea Organic Tazo Teas 20 Bag	


$5.14



                List price
                  
                    $6.85
                  



Save $1.71



Stash Green Tea Ginger Peach with Matcha 18 Tea Bags 36g	


$2.50


$2.08 / oz





Salada Immunity Green Tea Herbal Blend Tea Bags, 20 count, 1.41 oz, (Pack of 6)	


$19.87


$2.35 / oz





Eco Teas - Yerba Mate Unsmoked Green Energy - 24 Tea Bags	


$4.79







Luzianne Green Iced Tea Tea Bags, 24 count, 3.39 oz	


$2.08


61.2¢ / oz

                  Out of stock
                  





McCormick Ground Cinnamon, 8.75 oz	


$6.48


74.1¢ / oz





Great Value:  Ground Cinnamon, 2.37 Oz	


$2.44


$1.03 / oz





Great Value Ground Cinnamon Seasoning, 18 oz	


$7.98


44.3¢ / oz





McCormick Ground Cinnamon, 2.37 oz	


$2.98


$1.26 / oz





McCormick Gourmet Allspice, Jamaican, Ground 1.5 oz.	


$16.70







Swanson 100% Certified Organic Cinnamon (Ground) 1.5 oz (42.5 grams) Pwdr	


$6.83







Frontier Herb Ground Cinnamon Ceyln Fair Trade 1.76 Oz	


$9.44



                List price
                  
                    $11.33
                  



Save $1.89



Dry Spices: Ground Cinnamon, 1 Oz	


$11.20







The Spice Hunter Highland Harvested Saigon Ground Cinnamon, 1.5 oz (Pack of 6)	


$29.21


$3.25 / oz





McCormick Ground Allspice, 0.9 oz	


$2.98


$3.31 / oz





Frontier Natural Products - Cinnamon Ground 3% Oil Organic - 1 lb.	


$13.49







Spice Hunter Cinnamon, Highland Harvested Saigon, Ground	


$32.57



                List price
                  
                    $41.39
                  



Save $8.82



Tone's: Ground Cinnamon, .7 oz	


$11.04



                List price
                  
                    $13.79
                  



Save $2.75



Tone's Ground Cinnamon, 0.70 oz (Pack of 6)	


$10.15


$2.42 / oz





Cinnamon Ground (Pack of 3)	


$31.38







La Criolla 3 oz.  Ground Cinnamon, Case Of 12	


$49.53



                List price
                  
                    $57.49
                  



Save $7.96



Frontier Natural Products Organic Cinnamon Vietnamese Premium Ground - 1 LB	


$11.58







MORTON & BASSETT CINNAMON GROUND	


$28.21







McCormick Ground Cinnamon, 18 oz	


$8.10



                  Out of stock
                  





McCormick Cinnamon Saigon Ground Organic, 1.5 OZ (Pack of 3)	


$32.54



                  Out of stock
                  





Great Value Classic Roast Medium Ground Coffee, 48 oz	


$8.48


19.7¢ / oz





Folgers Classic Roast Medium Ground Coffee, 30.5 oz	


$8.15


26.7¢ / oz





Seattle's Best Coffee Level 4 Organic Ground 12oz	


$5.10


42.5¢ / oz





Dunkin' Donuts Bakery Series Cinnamon Coffee Roll Ground Coffee, 11 oz	


$6.94


63.1¢ / oz





Maxwell House French Roast Medium Dark Ground Coffee, 29.3 oz	


$7.30


24.9¢ / oz





Cafe Bustelo Ground Coffee, 10 oz	


$3.48


34.8¢ / oz





Great Value Classic Roast Medium Ground Coffee, 30.5 oz	


$6.34


20.8¢ / oz





Yuban Traditional Medium Roast Ground Coffee 31 oz. Canister	


$7.15


23.1¢ / oz





Seattle's Best Coffee™ Toasted Hazelnut Flavored Ground Coffee 12 oz. Bag	


$5.08


42.3¢ / oz





Folgers Black Silk Dark Roast Ground Coffee, 24.2 oz	


$7.82


32.3¢ / oz





Gevalia House Blend Ground Coffee 12 oz. Bag	


$6.80


56.7¢ / oz





Eight O'Clock® The Original Ground Coffee 36 oz. Bag	


$13.54


37.6¢ / oz





Maxwell House 100% Original Ground Coffee 28 oz. Canister	


$6.86


24.5¢ / oz





Folgers 100% Colombian Medium Dark Roast Ground Coffee, 24.2 oz	


$7.94


32.8¢ / oz





Eight O'Clock® Hazelnut Ground Coffee 11 oz. Bag	


$4.99


45.4¢ / oz





Seattle's Best Level 5 Ground Coffee, 20 oz.	


$8.69


43.5¢ / oz





Dunkin' Donuts Original Blend Medium Roast Ground Coffee, 12 oz	


$6.94


57.8¢ / oz





Great Value 100% Colombian Medium Ground Coffee, 24.2 oz	


$6.34


26.2¢ / oz





Folgers Simply Smooth Medium Roast Ground Coffee, 31.1 oz	


$10.94


35.2¢ / oz





Martinson Traditional Rich Medium Roast Ground Coffee, 30.9 oz	


$7.01


22.7¢ / oz

                  Out of stock
                  





Great Value Gummy Bears, 40 oz	


$3.87


9.7¢ / oz





Haribo Gold-Bears Original Gummi Candy, 3 lb	


$7.98







Black Forest Gummy Bears, 11 oz	


$2.08


18.9¢ / oz





Haribo Gold-Bears Minis Gummy Candy, 72 count, 25.4 oz	


$13.97







Brach's Wild N' Fruity Gummi Bears & Worms, 48 oz	


$5.20


10.8¢ / oz





Haribo Gold-Bear Minis Gummi Candy, 72 count	


$10.83


15.0¢ / each





Haribo Gold Gummi Bears, 5 oz (Pack of 12)	


$12.88


21.5¢ / fl oz





Trolli Gummy Bears, 5 Pound Bag	


$24.49







Black Forest Gummy Bears - 6lb	


$12.72







***Discontinued***YummyEarth Gummy Bears Assorted, 2.5 Ounce (Pack of 6)	


$30.38







Office Snax Gummy Bears, Assorted Flavors, 2 lb Tub 70015	


$11.72







Black Forest Gummy Bears, 6 Pounds	


$27.35







Yum Earth - Organic Gluten Free Gummy Bears - 4 oz.	


$2.49



                List price
                  
                    $2.99
                  



Save $0.50



Sathers Sour Gummy Bears, (Pack of 12)	


$9.76



                List price
                  
                    $13.3
                  



Save $3.54



Sathers Candy Gummy Bears - 3.25, 12 Pack	


$10.15







***Discontinued***YummyEarth Gummy Bears, .9 Ounce (Pack of 12)	


$26.38







Giant Gummy Bear On A Stick Orange	


$11.95







World's Largest Gummy Bear - Cherry Red: 5 LBS	


$26.48



                  Out of stock
                  





Giant Gummy Bear on a Stick - Grape: 1 Count	


$14.95



                  Out of stock
                  





Ferrara Wild n Fruity Tiny Gummy Bears, 5lb. Bag	


$14.95



                  Out of stock
                  





Hershey's Individually Wrapped Bars Milk Chocolate, 6 ct	


$4.33







Hershey's Milk Chocolate Snack Size Halloween Candy Bars, 10.35 oz	


$2.82



                Was
                    $3.48
                
                


Save $0.66



Hershey's Giant Bar Milk Chocolate, 7 Oz	


$2.10


30.0¢ / oz





Hershey's Symphony Creamy Milk Chocolate, 6.8 Oz	


$2.10


30.9¢ / oz





Hershey's Milk Chocolate Snack Size Candy Bars, .45 oz, 12 count	


$2.06







Hershey's Milk Chocolate Candy Bar, 1.55 oz	


$2.00


$1.29 / oz





Hershey's Milk Chocolate Snack-Size Halloween Candy, 19.8 oz	


$5.00



                Was
                    $5.78
                
                


Save $0.78



Hershey's Milk Chocolate Candy Bar, 1 lb	


$9.98







Hershey's Milk Chocolate - 36 bars	


$27.66







Hershey's King Size Milk Chocolate Candy Bar, 2.6 oz	


$58.00







Pure 'N Simple 100% Pure Honey, 80 oz	


$15.20


19.0¢ / oz





Great Value Clover Honey, 32 oz	


$7.88


24.6¢ / oz





Great Value Organic Raw Honey, 16 oz	


$4.98


31.1¢ / oz





Virginia Brand Pure U.S. Grade All-Natural Honey, 12 oz	


$3.10


25.8¢ / oz





Great Value: Clover Honey, 24 Oz	


$5.98


24.9¢ / oz





Great Value: Clover Honey, 16 Oz	


$4.47


27.9¢ / oz





Thrifty Bee Dark & Robust Honey, 8 oz	


$2.08


26.0¢ / oz





Great Value: Clover Honey, 48 oz	


$11.48


23.9¢ / oz





Honey Tree's Winnie The Pooh Pure Clover Honey, 12 oz	


$3.10


25.8¢ / oz





Great Value Organic Raw Honey, 22 oz	


$7.47


34.0¢ / oz





Great Value Clover Honey, 12 oz	


$3.47


28.9¢ / oz





Naked Wild Honey Texas Raw 100% Pure Raw Honey, 16 oz	


$6.25


39.1¢ / oz





Viktor Foods L.L.C: w/Comb Pure Honey, 16 Oz	


$7.35


45.9¢ / oz





L.R. Rice 100% Pure, Raw & Unfiltered Clover Honey, 16 oz	


$5.48


34.3¢ / oz





Ambrosia Honey Co. Honey, 48 oz	


$14.68


30.6¢ / oz





Ambrosia Honey, 23 oz	


$7.30


31.7¢ / oz





Busy Bee Bear 100% Pure Clover Honey, 12 oz	


$4.12


34.3¢ / oz





Great Value Organic 100% Raw Honey, 12 oz	


$3.98







Raw Manuka Honey YS Eco Bee Farms 12 oz Paste	


$28.99







Pure Harmony Premium Dakota Clover Honey, 32 oz	


$8.30


25.9¢ / oz

                  Out of stock
                  





Post® Honey Bunches of Oats® with Crispy Almonds Cereal 18 oz. Box	


$3.39


18.8¢ / oz





Post™ Honey Bunches of Oats® Crunchy Honey Roasted Cereal 18 oz. Box	


$3.28


18.2¢ / oz





Post® Honey Bunches of Oats with Crispy Almonds Cereal 28 oz. Box	


$4.70


16.8¢ / oz





Post® Honey Bunches of Oats® Crunchy Honey Roasted Cereal 28 oz. Box	


$4.70


16.8¢ / oz





Honey Bunches of Oats® with Real Tasty Strawberries Cereal 13 oz. Box	


$3.10


23.9¢ / oz





Honey Bunches of Oats® with Sweet CInnamon Bunches Cereal 14.5 oz. Box	


$3.00







Post® Honey Bunches of Oats® Chocolate Cereal 14.5 oz. Box	


$3.28


22.6¢ / oz





Honey Bunches of Oats® Crunch Honey Crunch O's Cereal 14 oz. Box	


$3.10







Honey Bunches of Oats® Crunch Almond Crunch O's Cereal 14 oz. Box	


$3.10







Honey Bunches of Oats® Crunchy Honey Roasted Granola 11 oz. Box	


$2.99


27.2¢ / oz





